"REG_ID","Region","ORIGIN","Place of birth","VAR","Indicator","TIME","Year","Value","Flag Codes","Flags"
"EL65","Peloponnese","FB","Foreign-Born","ALL_T_1564UNEMP_RA","Unemployment rate, both sex","2015","2015",24.7,,
"HUN","Hungary","FB","Foreign-Born","ALL_T_SH","Share of Foreign-Born Population","2015","2015",1.8,,
"HUN","Hungary","FB","Foreign-Born","EU_T_SH","Share of EU Foreign-Born Population","2015","2015",1.3,,
"HUN","Hungary","FB","Foreign-Born","NONEU_T_SH","Share of non-EU Foreign-Born","2015","2015",0.6,,
"HUN","Hungary","FB","Foreign-Born","ALL_HEDU_SH","Share of Highly Educated","2015","2015",29.5,,
"HUN","Hungary","FB","Foreign-Born","ALL_T_1564UNEMP_RA","Unemployment rate, both sex","2015","2015",5.6,,
"HU10","Central Hungary","FB","Foreign-Born","ALL_T_SH","Share of Foreign-Born Population","2015","2015",2.8,,
"HU10","Central Hungary","FB","Foreign-Born","EU_T_SH","Share of EU Foreign-Born Population","2015","2015",2,,
"HU10","Central Hungary","FB","Foreign-Born","NONEU_T_SH","Share of non-EU Foreign-Born","2015","2015",0.8,,
"HU10","Central Hungary","FB","Foreign-Born","ALL_HEDU_SH","Share of Highly Educated","2015","2015",33.8,,
"HU10","Central Hungary","FB","Foreign-Born","ALL_T_1564UNEMP_RA","Unemployment rate, both sex","2015","2015",5.6,,
"HU21","Central Transdanubia","FB","Foreign-Born","ALL_T_SH","Share of Foreign-Born Population","2015","2015",1.5,,
"HU21","Central Transdanubia","FB","Foreign-Born","EU_T_SH","Share of EU Foreign-Born Population","2015","2015",1.4,,
"HU21","Central Transdanubia","FB","Foreign-Born","ALL_HEDU_SH","Share of Highly Educated","2015","2015",31.7,,
"HU22","Western Transdanubia","FB","Foreign-Born","ALL_T_SH","Share of Foreign-Born Population","2015","2015",1,,
"HU22","Western Transdanubia","FB","Foreign-Born","EU_T_SH","Share of EU Foreign-Born Population","2015","2015",0.8,,
"HU23","Southern Transdanubia","FB","Foreign-Born","ALL_T_SH","Share of Foreign-Born Population","2015","2015",2.1,,
"HU23","Southern Transdanubia","FB","Foreign-Born","EU_T_SH","Share of EU Foreign-Born Population","2015","2015",1.7,,
"HU23","Southern Transdanubia","FB","Foreign-Born","NONEU_T_SH","Share of non-EU Foreign-Born","2015","2015",0.3,,
"HU23","Southern Transdanubia","FB","Foreign-Born","ALL_HEDU_SH","Share of Highly Educated","2015","2015",28.5,,
"HU31","Northern Hungary","FB","Foreign-Born","ALL_T_SH","Share of Foreign-Born Population","2015","2015",0.8,,
"HU31","Northern Hungary","FB","Foreign-Born","EU_T_SH","Share of EU Foreign-Born Population","2015","2015",0.7,,
"HU32","Northern Great Plain","FB","Foreign-Born","ALL_T_SH","Share of Foreign-Born Population","2015","2015",1.4,,
"HU32","Northern Great Plain","FB","Foreign-Born","EU_T_SH","Share of EU Foreign-Born Population","2015","2015",0.9,,
"HU32","Northern Great Plain","FB","Foreign-Born","NONEU_T_SH","Share of non-EU Foreign-Born","2015","2015",0.5,,
"HU32","Northern Great Plain","FB","Foreign-Born","ALL_HEDU_SH","Share of Highly Educated","2015","2015",27.4,,
"HU33","Southern Great Plain","FB","Foreign-Born","ALL_T_SH","Share of Foreign-Born Population","2015","2015",1.5,,
"HU33","Southern Great Plain","FB","Foreign-Born","EU_T_SH","Share of EU Foreign-Born Population","2015","2015",1.1,,
"HU33","Southern Great Plain","FB","Foreign-Born","NONEU_T_SH","Share of non-EU Foreign-Born","2015","2015",0.5,,
"HU33","Southern Great Plain","FB","Foreign-Born","ALL_HEDU_SH","Share of Highly Educated","2015","2015",20.7,,
"IRL","Ireland","FB","Foreign-Born","ALL_T_SH","Share of Foreign-Born Population","2015","2015",16.7,,
"IRL","Ireland","FB","Foreign-Born","EU_T_SH","Share of EU Foreign-Born Population","2015","2015",10.8,,
"IRL","Ireland","FB","Foreign-Born","NONEU_T_SH","Share of non-EU Foreign-Born","2015","2015",5.9,,
"IRL","Ireland","FB","Foreign-Born","ALL_HEDU_SH","Share of Highly Educated","2015","2015",48.9,,
"IRL","Ireland","FB","Foreign-Born","ALL_T_1564UNEMP_RA","Unemployment rate, both sex","2015","2015",12.7,,
"IE01","Border, Midland and Western","FB","Foreign-Born","ALL_T_SH","Share of Foreign-Born Population","2015","2015",15.6,,
"IE01","Border, Midland and Western","FB","Foreign-Born","EU_T_SH","Share of EU Foreign-Born Population","2015","2015",11.5,,
"IE01","Border, Midland and Western","FB","Foreign-Born","NONEU_T_SH","Share of non-EU Foreign-Born","2015","2015",4.2,,
"IE01","Border, Midland and Western","FB","Foreign-Born","ALL_HEDU_SH","Share of Highly Educated","2015","2015",40.6,,
"IE01","Border, Midland and Western","FB","Foreign-Born","ALL_T_1564UNEMP_RA","Unemployment rate, both sex","2015","2015",16.5,,
"IE02","Southern and Eastern","FB","Foreign-Born","ALL_T_SH","Share of Foreign-Born Population","2015","2015",17.1,,
"IE02","Southern and Eastern","FB","Foreign-Born","EU_T_SH","Share of EU Foreign-Born Population","2015","2015",10.6,,
"IE02","Southern and Eastern","FB","Foreign-Born","NONEU_T_SH","Share of non-EU Foreign-Born","2015","2015",6.5,,
"IE02","Southern and Eastern","FB","Foreign-Born","ALL_HEDU_SH","Share of Highly Educated","2015","2015",51.8,,
"IE02","Southern and Eastern","FB","Foreign-Born","ALL_T_1564UNEMP_RA","Unemployment rate, both sex","2015","2015",11.3,,
"ITA","Italy","FB","Foreign-Born","ALL_T_SH","Share of Foreign-Born Population","2015","2015",9.4,,
"ITA","Italy","FB","Foreign-Born","EU_T_SH","Share of EU Foreign-Born Population","2015","2015",3,,
"ITA","Italy","FB","Foreign-Born","NONEU_T_SH","Share of non-EU Foreign-Born","2015","2015",6.4,,
"ITA","Italy","FB","Foreign-Born","ALL_HEDU_SH","Share of Highly Educated","2015","2015",11.5,,
"ITA","Italy","FB","Foreign-Born","ALL_T_1564UNEMP_RA","Unemployment rate, both sex","2015","2015",16.3,,
"ITC1","Piedmont","FB","Foreign-Born","ALL_T_SH","Share of Foreign-Born Population","2015","2015",10.5,,
"ITC1","Piedmont","FB","Foreign-Born","EU_T_SH","Share of EU Foreign-Born Population","2015","2015",4.3,,
"ITC1","Piedmont","FB","Foreign-Born","NONEU_T_SH","Share of non-EU Foreign-Born","2015","2015",6.2,,
"ITC1","Piedmont","FB","Foreign-Born","ALL_HEDU_SH","Share of Highly Educated","2015","2015",12.1,,
"ITC1","Piedmont","FB","Foreign-Born","ALL_T_1564UNEMP_RA","Unemployment rate, both sex","2015","2015",20.2,,
"ITC2","Aosta Valley","FB","Foreign-Born","ALL_T_SH","Share of Foreign-Born Population","2015","2015",9.1,,
"ITC2","Aosta Valley","FB","Foreign-Born","EU_T_SH","Share of EU Foreign-Born Population","2015","2015",3.6,,
"ITC2","Aosta Valley","FB","Foreign-Born","NONEU_T_SH","Share of non-EU Foreign-Born","2015","2015",5.4,,
"PT15","Algarve","FB","Foreign-Born","ALL_T_SH","Share of Foreign-Born Population","2015","2015",12,,
"PT15","Algarve","FB","Foreign-Born","EU_T_SH","Share of EU Foreign-Born Population","2015","2015",4,,
"PT15","Algarve","FB","Foreign-Born","NONEU_T_SH","Share of non-EU Foreign-Born","2015","2015",8,,
"PT15","Algarve","FB","Foreign-Born","ALL_HEDU_SH","Share of Highly Educated","2015","2015",22.4,,
"PT15","Algarve","FB","Foreign-Born","ALL_T_1564UNEMP_RA","Unemployment rate, both sex","2015","2015",18.2,,
"PT16","Central Portugal","FB","Foreign-Born","ALL_T_SH","Share of Foreign-Born Population","2015","2015",5.9,,
"PT16","Central Portugal","FB","Foreign-Born","EU_T_SH","Share of EU Foreign-Born Population","2015","2015",2.2,,
"PT16","Central Portugal","FB","Foreign-Born","NONEU_T_SH","Share of non-EU Foreign-Born","2015","2015",3.8,,
"PT16","Central Portugal","FB","Foreign-Born","ALL_HEDU_SH","Share of Highly Educated","2015","2015",32.3,,
"PT16","Central Portugal","FB","Foreign-Born","ALL_T_1564UNEMP_RA","Unemployment rate, both sex","2015","2015",9.6,,
"PT17","Metropolitan area of Lisbon","FB","Foreign-Born","ALL_T_SH","Share of Foreign-Born Population","2015","2015",10.8,,
"PT17","Metropolitan area of Lisbon","FB","Foreign-Born","EU_T_SH","Share of EU Foreign-Born Population","2015","2015",1.3,,
"PT17","Metropolitan area of Lisbon","FB","Foreign-Born","NONEU_T_SH","Share of non-EU Foreign-Born","2015","2015",9.4,,
"PT17","Metropolitan area of Lisbon","FB","Foreign-Born","ALL_HEDU_SH","Share of Highly Educated","2015","2015",28.2,,
"PT17","Metropolitan area of Lisbon","FB","Foreign-Born","ALL_T_1564UNEMP_RA","Unemployment rate, both sex","2015","2015",19.5,,
"PT18","Alentejo","FB","Foreign-Born","ALL_T_SH","Share of Foreign-Born Population","2015","2015",4,,
"PT18","Alentejo","FB","Foreign-Born","EU_T_SH","Share of EU Foreign-Born Population","2015","2015",1.4,,
"PT18","Alentejo","FB","Foreign-Born","NONEU_T_SH","Share of non-EU Foreign-Born","2015","2015",2.6,,
"PT18","Alentejo","FB","Foreign-Born","ALL_HEDU_SH","Share of Highly Educated","2015","2015",25.5,,
"PT20","Azores","FB","Foreign-Born","ALL_T_SH","Share of Foreign-Born Population","2015","2015",3.1,,
"PT20","Azores","FB","Foreign-Born","NONEU_T_SH","Share of non-EU Foreign-Born","2015","2015",2.9,,
"PT30","Madeira","FB","Foreign-Born","ALL_T_SH","Share of Foreign-Born Population","2015","2015",6.2,,
"PT30","Madeira","FB","Foreign-Born","NONEU_T_SH","Share of non-EU Foreign-Born","2015","2015",5.3,,
"SVK","Slovak Republic","FB","Foreign-Born","ALL_T_SH","Share of Foreign-Born Population","2015","2015",0.8,,
"SVK","Slovak Republic","FB","Foreign-Born","EU_T_SH","Share of EU Foreign-Born Population","2015","2015",0.6,,
"SVK","Slovak Republic","FB","Foreign-Born","NONEU_T_SH","Share of non-EU Foreign-Born","2015","2015",0.3,,
"SVK","Slovak Republic","FB","Foreign-Born","ALL_HEDU_SH","Share of Highly Educated","2015","2015",56.8,,
"SK01","Bratislava Region","FB","Foreign-Born","ALL_T_SH","Share of Foreign-Born Population","2015","2015",1.9,,
"SK01","Bratislava Region","FB","Foreign-Born","EU_T_SH","Share of EU Foreign-Born Population","2015","2015",1.3,,
"SK01","Bratislava Region","FB","Foreign-Born","NONEU_T_SH","Share of non-EU Foreign-Born","2015","2015",0.6,,
"SK01","Bratislava Region","FB","Foreign-Born","ALL_HEDU_SH","Share of Highly Educated","2015","2015",56.8,,
"SK02","West Slovakia","FB","Foreign-Born","ALL_T_SH","Share of Foreign-Born Population","2015","2015",0.7,,
"SK02","West Slovakia","FB","Foreign-Born","EU_T_SH","Share of EU Foreign-Born Population","2015","2015",0.6,,
"SK03","Central Slovakia","FB","Foreign-Born","ALL_T_SH","Share of Foreign-Born Population","2015","2015",0.6,,
"SK03","Central Slovakia","FB","Foreign-Born","EU_T_SH","Share of EU Foreign-Born Population","2015","2015",0.4,,
"SK03","Central Slovakia","FB","Foreign-Born","NONEU_T_SH","Share of non-EU Foreign-Born","2015","2015",0.2,,
"SK04","East Slovakia","FB","Foreign-Born","ALL_T_SH","Share of Foreign-Born Population","2015","2015",0.6,,
"SK04","East Slovakia","FB","Foreign-Born","EU_T_SH","Share of EU Foreign-Born Population","2015","2015",0.4,,
"SK04","East Slovakia","FB","Foreign-Born","NONEU_T_SH","Share of non-EU Foreign-Born","2015","2015",0.2,,
"SVN","Slovenia","FB","Foreign-Born","ALL_T_SH","Share of Foreign-Born Population","2015","2015",8.8,,
"SVN","Slovenia","FB","Foreign-Born","EU_T_SH","Share of EU Foreign-Born Population","2015","2015",2.7,,
"SVN","Slovenia","FB","Foreign-Born","NONEU_T_SH","Share of non-EU Foreign-Born","2015","2015",6.1,,
"SVN","Slovenia","FB","Foreign-Born","ALL_HEDU_SH","Share of Highly Educated","2015","2015",12.6,,
"SVN","Slovenia","FB","Foreign-Born","ALL_T_1564UNEMP_RA","Unemployment rate, both sex","2015","2015",13,,
"SI03","Eastern Slovenia","FB","Foreign-Born","ALL_T_SH","Share of Foreign-Born Population","2015","2015",6.9,,
"SI03","Eastern Slovenia","FB","Foreign-Born","EU_T_SH","Share of EU Foreign-Born Population","2015","2015",2.7,,
"SI03","Eastern Slovenia","FB","Foreign-Born","NONEU_T_SH","Share of non-EU Foreign-Born","2015","2015",4.2,,
"SI03","Eastern Slovenia","FB","Foreign-Born","ALL_HEDU_SH","Share of Highly Educated","2015","2015",12.7,,
"SI03","Eastern Slovenia","FB","Foreign-Born","ALL_T_1564UNEMP_RA","Unemployment rate, both sex","2015","2015",15,,
"SI04","Western Slovenia","FB","Foreign-Born","ALL_T_SH","Share of Foreign-Born Population","2015","2015",11,,
"SI04","Western Slovenia","FB","Foreign-Born","EU_T_SH","Share of EU Foreign-Born Population","2015","2015",2.6,,
"SI04","Western Slovenia","FB","Foreign-Born","NONEU_T_SH","Share of non-EU Foreign-Born","2015","2015",8.4,,
"SI04","Western Slovenia","FB","Foreign-Born","ALL_HEDU_SH","Share of Highly Educated","2015","2015",12.4,,
"SI04","Western Slovenia","FB","Foreign-Born","ALL_T_1564UNEMP_RA","Unemployment rate, both sex","2015","2015",10.8,,
"ESP","Spain","FB","Foreign-Born","ALL_T_SH","Share of Foreign-Born Population","2015","2015",11.6,,
"ESP","Spain","FB","Foreign-Born","EU_T_SH","Share of EU Foreign-Born Population","2015","2015",3.6,,
"ESP","Spain","FB","Foreign-Born","NONEU_T_SH","Share of non-EU Foreign-Born","2015","2015",8,,
"ESP","Spain","FB","Foreign-Born","ALL_HEDU_SH","Share of Highly Educated","2015","2015",24.7,,
"ESP","Spain","FB","Foreign-Born","ALL_T_1564UNEMP_RA","Unemployment rate, both sex","2015","2015",32.2,,
"ES11","Galicia","FB","Foreign-Born","ALL_T_SH","Share of Foreign-Born Population","2015","2015",6.8,,
"ES11","Galicia","FB","Foreign-Born","EU_T_SH","Share of EU Foreign-Born Population","2015","2015",2.2,,
"ES11","Galicia","FB","Foreign-Born","NONEU_T_SH","Share of non-EU Foreign-Born","2015","2015",4.5,,
"ES11","Galicia","FB","Foreign-Born","ALL_HEDU_SH","Share of Highly Educated","2015","2015",26.7,,
"ES11","Galicia","FB","Foreign-Born","ALL_T_1564UNEMP_RA","Unemployment rate, both sex","2015","2015",28.7,,
"ES12","Asturias","FB","Foreign-Born","ALL_T_SH","Share of Foreign-Born Population","2015","2015",5.8,,
"ES12","Asturias","FB","Foreign-Born","EU_T_SH","Share of EU Foreign-Born Population","2015","2015",2.1,,
"ES12","Asturias","FB","Foreign-Born","NONEU_T_SH","Share of non-EU Foreign-Born","2015","2015",3.8,,
"ES12","Asturias","FB","Foreign-Born","ALL_HEDU_SH","Share of Highly Educated","2015","2015",22.3,,
"ES12","Asturias","FB","Foreign-Born","ALL_T_1564UNEMP_RA","Unemployment rate, both sex","2015","2015",30.4,,
"ES13","Cantabria","FB","Foreign-Born","ALL_T_SH","Share of Foreign-Born Population","2015","2015",7.1,,
"ES13","Cantabria","FB","Foreign-Born","EU_T_SH","Share of EU Foreign-Born Population","2015","2015",1.9,,
"ES13","Cantabria","FB","Foreign-Born","NONEU_T_SH","Share of non-EU Foreign-Born","2015","2015",5.2,,
"ES13","Cantabria","FB","Foreign-Born","ALL_HEDU_SH","Share of Highly Educated","2015","2015",25.5,,
"ES13","Cantabria","FB","Foreign-Born","ALL_T_1564UNEMP_RA","Unemployment rate, both sex","2015","2015",32.9,,
"ES21","Basque Country","FB","Foreign-Born","ALL_T_SH","Share of Foreign-Born Population","2015","2015",6.6,,
"ES21","Basque Country","FB","Foreign-Born","EU_T_SH","Share of EU Foreign-Born Population","2015","2015",1.5,,
"ES21","Basque Country","FB","Foreign-Born","NONEU_T_SH","Share of non-EU Foreign-Born","2015","2015",5.1,,
"ES21","Basque Country","FB","Foreign-Born","ALL_HEDU_SH","Share of Highly Educated","2015","2015",24.8,,
"ES21","Basque Country","FB","Foreign-Born","ALL_T_1564UNEMP_RA","Unemployment rate, both sex","2015","2015",31.7,,
"ES22","Navarra","FB","Foreign-Born","ALL_T_SH","Share of Foreign-Born Population","2015","2015",10.5,,
"ES22","Navarra","FB","Foreign-Born","EU_T_SH","Share of EU Foreign-Born Population","2015","2015",2.8,,
"ES22","Navarra","FB","Foreign-Born","NONEU_T_SH","Share of non-EU Foreign-Born","2015","2015",7.7,,
"ES22","Navarra","FB","Foreign-Born","ALL_HEDU_SH","Share of Highly Educated","2015","2015",24.5,,
"ES22","Navarra","FB","Foreign-Born","ALL_T_1564UNEMP_RA","Unemployment rate, both sex","2015","2015",31.7,,
"ES23","La Rioja","FB","Foreign-Born","ALL_T_SH","Share of Foreign-Born Population","2015","2015",12.8,,
"ES23","La Rioja","FB","Foreign-Born","EU_T_SH","Share of EU Foreign-Born Population","2015","2015",3.6,,
"ES23","La Rioja","FB","Foreign-Born","NONEU_T_SH","Share of non-EU Foreign-Born","2015","2015",9.2,,
"ES23","La Rioja","FB","Foreign-Born","ALL_HEDU_SH","Share of Highly Educated","2015","2015",20,,
"ES23","La Rioja","FB","Foreign-Born","ALL_T_1564UNEMP_RA","Unemployment rate, both sex","2015","2015",31.4,,
"ES24","Aragon","FB","Foreign-Born","ALL_T_SH","Share of Foreign-Born Population","2015","2015",12.6,,
"ES24","Aragon","FB","Foreign-Born","EU_T_SH","Share of EU Foreign-Born Population","2015","2015",5.3,,
"ES24","Aragon","FB","Foreign-Born","NONEU_T_SH","Share of non-EU Foreign-Born","2015","2015",7.3,,
"ES24","Aragon","FB","Foreign-Born","ALL_HEDU_SH","Share of Highly Educated","2015","2015",20.6,,
"ES24","Aragon","FB","Foreign-Born","ALL_T_1564UNEMP_RA","Unemployment rate, both sex","2015","2015",34.2,,
"ES30","Madrid","FB","Foreign-Born","ALL_T_SH","Share of Foreign-Born Population","2015","2015",14.4,,
"ES30","Madrid","FB","Foreign-Born","EU_T_SH","Share of EU Foreign-Born Population","2015","2015",3.8,,
"ES30","Madrid","FB","Foreign-Born","NONEU_T_SH","Share of non-EU Foreign-Born","2015","2015",10.6,,
"ES30","Madrid","FB","Foreign-Born","ALL_HEDU_SH","Share of Highly Educated","2015","2015",32.9,,
"ES30","Madrid","FB","Foreign-Born","ALL_T_1564UNEMP_RA","Unemployment rate, both sex","2015","2015",27.2,,
"ES41","Castile and León","FB","Foreign-Born","ALL_T_SH","Share of Foreign-Born Population","2015","2015",7.2,,
"ES41","Castile and León","FB","Foreign-Born","EU_T_SH","Share of EU Foreign-Born Population","2015","2015",3,,
"ES41","Castile and León","FB","Foreign-Born","NONEU_T_SH","Share of non-EU Foreign-Born","2015","2015",4.1,,
"ES41","Castile and León","FB","Foreign-Born","ALL_HEDU_SH","Share of Highly Educated","2015","2015",22.3,,
"ES41","Castile and León","FB","Foreign-Born","ALL_T_1564UNEMP_RA","Unemployment rate, both sex","2015","2015",30.8,,
"ES42","Castile-La Mancha","FB","Foreign-Born","ALL_T_SH","Share of Foreign-Born Population","2015","2015",9.7,,
"ES42","Castile-La Mancha","FB","Foreign-Born","EU_T_SH","Share of EU Foreign-Born Population","2015","2015",3.9,,
"ES42","Castile-La Mancha","FB","Foreign-Born","NONEU_T_SH","Share of non-EU Foreign-Born","2015","2015",5.8,,
"ES42","Castile-La Mancha","FB","Foreign-Born","ALL_HEDU_SH","Share of Highly Educated","2015","2015",15.9,,
"ES42","Castile-La Mancha","FB","Foreign-Born","ALL_T_1564UNEMP_RA","Unemployment rate, both sex","2015","2015",38.7,,
"ES43","Extremadura","FB","Foreign-Born","ALL_T_SH","Share of Foreign-Born Population","2015","2015",3.8,,
"ES43","Extremadura","FB","Foreign-Born","EU_T_SH","Share of EU Foreign-Born Population","2015","2015",1.9,,
"ES43","Extremadura","FB","Foreign-Born","NONEU_T_SH","Share of non-EU Foreign-Born","2015","2015",1.8,,
"ES43","Extremadura","FB","Foreign-Born","ALL_HEDU_SH","Share of Highly Educated","2015","2015",20,,
"ES43","Extremadura","FB","Foreign-Born","ALL_T_1564UNEMP_RA","Unemployment rate, both sex","2015","2015",43.8,,
"ES51","Catalonia","FB","Foreign-Born","ALL_T_SH","Share of Foreign-Born Population","2015","2015",14.1,,
"ES51","Catalonia","FB","Foreign-Born","EU_T_SH","Share of EU Foreign-Born Population","2015","2015",2.6,,
"ES51","Catalonia","FB","Foreign-Born","NONEU_T_SH","Share of non-EU Foreign-Born","2015","2015",11.5,,
"ES51","Catalonia","FB","Foreign-Born","ALL_HEDU_SH","Share of Highly Educated","2015","2015",25.4,,
"ES51","Catalonia","FB","Foreign-Born","ALL_T_1564UNEMP_RA","Unemployment rate, both sex","2015","2015",31.8,,
"ITC3","Liguria","FB","Foreign-Born","ALL_T_SH","Share of Foreign-Born Population","2015","2015",10.1,,
"ITC3","Liguria","FB","Foreign-Born","EU_T_SH","Share of EU Foreign-Born Population","2015","2015",2.5,,
"ITC3","Liguria","FB","Foreign-Born","NONEU_T_SH","Share of non-EU Foreign-Born","2015","2015",7.6,,
"ITC3","Liguria","FB","Foreign-Born","ALL_HEDU_SH","Share of Highly Educated","2015","2015",11.1,,
"ITC3","Liguria","FB","Foreign-Born","ALL_T_1564UNEMP_RA","Unemployment rate, both sex","2015","2015",20.2,,
"ITC4","Lombardy","FB","Foreign-Born","ALL_T_SH","Share of Foreign-Born Population","2015","2015",11.6,,
"ITC4","Lombardy","FB","Foreign-Born","EU_T_SH","Share of EU Foreign-Born Population","2015","2015",2.4,,
"ITC4","Lombardy","FB","Foreign-Born","NONEU_T_SH","Share of non-EU Foreign-Born","2015","2015",9.2,,
"ITC4","Lombardy","FB","Foreign-Born","ALL_HEDU_SH","Share of Highly Educated","2015","2015",13.3,,
"ITC4","Lombardy","FB","Foreign-Born","ALL_T_1564UNEMP_RA","Unemployment rate, both sex","2015","2015",13.8,,
"ITF1","Abruzzo","FB","Foreign-Born","ALL_T_SH","Share of Foreign-Born Population","2015","2015",10.1,,
"ITF1","Abruzzo","FB","Foreign-Born","EU_T_SH","Share of EU Foreign-Born Population","2015","2015",3.9,,
"ITF1","Abruzzo","FB","Foreign-Born","NONEU_T_SH","Share of non-EU Foreign-Born","2015","2015",6.1,,
"ITF1","Abruzzo","FB","Foreign-Born","ALL_HEDU_SH","Share of Highly Educated","2015","2015",13,,
"ITF1","Abruzzo","FB","Foreign-Born","ALL_T_1564UNEMP_RA","Unemployment rate, both sex","2015","2015",16.3,,
"ITF2","Molise","FB","Foreign-Born","ALL_T_SH","Share of Foreign-Born Population","2015","2015",6.3,,
"ITF2","Molise","FB","Foreign-Born","EU_T_SH","Share of EU Foreign-Born Population","2015","2015",3.1,,
"ITF2","Molise","FB","Foreign-Born","NONEU_T_SH","Share of non-EU Foreign-Born","2015","2015",3.2,,
"ITF3","Campania","FB","Foreign-Born","ALL_T_SH","Share of Foreign-Born Population","2015","2015",4.8,,
"ITF3","Campania","FB","Foreign-Born","EU_T_SH","Share of EU Foreign-Born Population","2015","2015",1.5,,
"ITF3","Campania","FB","Foreign-Born","NONEU_T_SH","Share of non-EU Foreign-Born","2015","2015",3.3,,
"ITF3","Campania","FB","Foreign-Born","ALL_HEDU_SH","Share of Highly Educated","2015","2015",9,,
"ITF3","Campania","FB","Foreign-Born","ALL_T_1564UNEMP_RA","Unemployment rate, both sex","2015","2015",14.6,,
"ITF4","Apulia","FB","Foreign-Born","ALL_T_SH","Share of Foreign-Born Population","2015","2015",4.5,,
"ITF4","Apulia","FB","Foreign-Born","EU_T_SH","Share of EU Foreign-Born Population","2015","2015",2.1,,
"ITF4","Apulia","FB","Foreign-Born","NONEU_T_SH","Share of non-EU Foreign-Born","2015","2015",2.4,,
"ITF4","Apulia","FB","Foreign-Born","ALL_HEDU_SH","Share of Highly Educated","2015","2015",6.3,,
"ITF4","Apulia","FB","Foreign-Born","ALL_T_1564UNEMP_RA","Unemployment rate, both sex","2015","2015",20.6,,
"ITF5","Basilicata ","FB","Foreign-Born","ALL_T_SH","Share of Foreign-Born Population","2015","2015",4.9,,
"ITF5","Basilicata ","FB","Foreign-Born","EU_T_SH","Share of EU Foreign-Born Population","2015","2015",2.4,,
"ITF5","Basilicata ","FB","Foreign-Born","NONEU_T_SH","Share of non-EU Foreign-Born","2015","2015",2.5,,
"ITF5","Basilicata ","FB","Foreign-Born","ALL_HEDU_SH","Share of Highly Educated","2015","2015",8.4,,
"ITF5","Basilicata ","FB","Foreign-Born","ALL_T_1564UNEMP_RA","Unemployment rate, both sex","2015","2015",12.2,,
"ITF6","Calabria","FB","Foreign-Born","ALL_T_SH","Share of Foreign-Born Population","2015","2015",6.8,,
"ITF6","Calabria","FB","Foreign-Born","EU_T_SH","Share of EU Foreign-Born Population","2015","2015",3.2,,
"ITF6","Calabria","FB","Foreign-Born","NONEU_T_SH","Share of non-EU Foreign-Born","2015","2015",3.7,,
"ITF6","Calabria","FB","Foreign-Born","ALL_HEDU_SH","Share of Highly Educated","2015","2015",9.1,,
"ITF6","Calabria","FB","Foreign-Born","ALL_T_1564UNEMP_RA","Unemployment rate, both sex","2015","2015",21.4,,
"ITG1","Sicily","FB","Foreign-Born","ALL_T_SH","Share of Foreign-Born Population","2015","2015",5.1,,
"ITG1","Sicily","FB","Foreign-Born","EU_T_SH","Share of EU Foreign-Born Population","2015","2015",2.3,,
"ITG1","Sicily","FB","Foreign-Born","NONEU_T_SH","Share of non-EU Foreign-Born","2015","2015",2.8,,
"ITG1","Sicily","FB","Foreign-Born","ALL_HEDU_SH","Share of Highly Educated","2015","2015",7.6,,
"ITG1","Sicily","FB","Foreign-Born","ALL_T_1564UNEMP_RA","Unemployment rate, both sex","2015","2015",18,,
"ITG2","Sardinia","FB","Foreign-Born","ALL_T_SH","Share of Foreign-Born Population","2015","2015",3.8,,
"ITG2","Sardinia","FB","Foreign-Born","EU_T_SH","Share of EU Foreign-Born Population","2015","2015",1.9,,
"ITG2","Sardinia","FB","Foreign-Born","NONEU_T_SH","Share of non-EU Foreign-Born","2015","2015",1.9,,
"ITG2","Sardinia","FB","Foreign-Born","ALL_HEDU_SH","Share of Highly Educated","2015","2015",13.1,,
"ITG2","Sardinia","FB","Foreign-Born","ALL_T_1564UNEMP_RA","Unemployment rate, both sex","2015","2015",14.1,,
"ITH1","Province of Bolzano-Bozen","FB","Foreign-Born","ALL_T_SH","Share of Foreign-Born Population","2015","2015",10.9,,
"ITH1","Province of Bolzano-Bozen","FB","Foreign-Born","EU_T_SH","Share of EU Foreign-Born Population","2015","2015",4.4,,
"ITH1","Province of Bolzano-Bozen","FB","Foreign-Born","NONEU_T_SH","Share of non-EU Foreign-Born","2015","2015",6.5,,
"ITH1","Province of Bolzano-Bozen","FB","Foreign-Born","ALL_HEDU_SH","Share of Highly Educated","2015","2015",17,,
"ITH1","Province of Bolzano-Bozen","FB","Foreign-Born","ALL_T_1564UNEMP_RA","Unemployment rate, both sex","2015","2015",12.7,,
"ITH2","Province of Trento","FB","Foreign-Born","ALL_T_SH","Share of Foreign-Born Population","2015","2015",11.1,,
"ITH2","Province of Trento","FB","Foreign-Born","EU_T_SH","Share of EU Foreign-Born Population","2015","2015",3.1,,
"ITH2","Province of Trento","FB","Foreign-Born","NONEU_T_SH","Share of non-EU Foreign-Born","2015","2015",7.9,,
"ITH2","Province of Trento","FB","Foreign-Born","ALL_HEDU_SH","Share of Highly Educated","2015","2015",13.3,,
"ITH2","Province of Trento","FB","Foreign-Born","ALL_T_1564UNEMP_RA","Unemployment rate, both sex","2015","2015",14.7,,
"ITH3","Veneto","FB","Foreign-Born","ALL_T_SH","Share of Foreign-Born Population","2015","2015",11.7,,
